census_id,country,year,census_label,geolev2,wh_ratio,single_1519,single_2024,single_2529,single_3034,single_3539,single_4044,single_4549,avg_educ,log_popdens,sex_ratio
854_1996,854,1996,Burkina Faso 1996,854011018,1.50940438871473,0.982046678635548,0.812680115273775,0.4853228962818,0.229122055674518,0.153246753246753,0.127090301003344,0.109243697478992,,4.28468942701226,0.781926177344082
854_1996,854,1996,Burkina Faso 1996,854011037,1.74357142857143,0.991701244813278,0.91304347826087,0.689655172413793,0.485074626865672,0.314741035856574,0.227053140096618,0.15606936416185,,4.39949816056807,0.801993355481728
854_1996,854,1996,Burkina Faso 1996,854012019,1.02488593944421,0.967310549777117,0.717741935483871,0.420479302832244,0.244111349036403,0.1775,0.129353233830846,0.10752688172043,,2.68648604396294,1.01802600472813
854_1996,854,1996,Burkina Faso 1996,854012024,0.98496644295302,0.933520599250936,0.544662309368192,0.293628808864266,0.173469387755102,0.140952380952381,0.0815850815850816,0.0846560846560847,,3.39282913199164,1.03089049850873
854_1996,854,1996,Burkina Faso 1996,854012026,1.14230396902227,0.912005965697241,0.569902912621359,0.285534591194969,0.154777927321669,0.0995024875621891,0.0825335892514396,0.0664893617021277,,3.0397491407411,0.937039635215714
854_1996,854,1996,Burkina Faso 1996,854012043,0.950148075024679,0.962774957698816,0.51975051975052,0.16,0.0790960451977401,0.0381679389312977,0.0394088669950739,0.0213903743315508,,2.89092717190302,1.05560344827586
854_1996,854,1996,Burkina Faso 1996,854013003,1.40560165975104,0.9906191369606,0.897142857142857,0.688963210702341,0.526748971193416,0.391705069124424,0.295774647887324,0.171974522292994,,3.46323277496256,0.938030984507746
854_1996,854,1996,Burkina Faso 1996,854013021,1.47843309859155,0.992730210016155,0.919652551574376,0.771513353115727,0.534,0.382096069868996,0.242268041237113,0.155688622754491,,3.36280302273615,0.903869166334264
854_1996,854,1996,Burkina Faso 1996,854013033,1.38991270611057,0.982517482517482,0.77196261682243,0.492619926199262,0.274647887323944,0.19811320754717,0.114285714285714,0.0909090909090909,,3.9156165470164,0.802075423943306
854_1996,854,1996,Burkina Faso 1996,854013041,1.3536231884058,0.980066445182724,0.809045226130653,0.550802139037433,0.458823529411765,0.267175572519084,0.239583333333333,0.0989010989010989,,2.97909463626472,0.946166394779772
854_2006,854,2006,Burkina Faso 2006,854001013,1.14256055363322,0.954967834167262,0.573913043478261,0.194139194139194,0.074438202247191,0.0476190476190476,0.0194174757281553,0.0222222222222222,,3.62460751935906,0.916921508664628
854_2006,854,2006,Burkina Faso 2006,854001015,1.2428167687235,0.972784810126582,0.665557404326123,0.284816753926702,0.110817941952507,0.0691823899371069,0.0459770114942529,0.0278481012658228,,3.76305889479051,0.887079261672096
854_2006,854,2006,Burkina Faso 2006,854001027,1.30708918654035,0.982616651418115,0.679946879150066,0.26678445229682,0.120754716981132,0.0827250608272506,0.0414507772020725,0.0280701754385965,,3.61415587914645,0.824066558441558
854_2006,854,2006,Burkina Faso 2006,854001031,1.23084384093113,0.967297762478485,0.670886075949367,0.274104683195592,0.115808823529412,0.0632911392405063,0.0718085106382979,0.0315789473684211,,3.84009723961542,0.88936170212766
854_2006,854,2006,Burkina Faso 2006,854001032,1.27349336057201,0.964688204357626,0.609935602575897,0.250296559905101,0.087797619047619,0.0462107208872458,0.0359408033826638,0.0321637426900585,,3.86009795828474,0.870418172431595
854_2006,854,2006,Burkina Faso 2006,854001040,1.34913400182315,0.973534971644612,0.686804451510334,0.283842794759825,0.1,0.0938628158844765,0.0682730923694779,0.0410958904109589,,3.80910396494281,0.815695925622095
854_2006,854,2006,Burkina Faso 2006,854002006,1.2741935483871,0.974301172227232,0.793302540415704,0.432375613174492,0.196581196581197,0.105769230769231,0.0584958217270195,0.0417391304347826,,3.29026583514482,0.91646435665416
854_2006,854,2006,Burkina Faso 2006,854002038,1.2930934416715,0.976642335766423,0.654347826086957,0.279635258358663,0.112582781456954,0.051792828685259,0.0446927374301676,0.0122699386503067,,3.73265709837894,0.837156825874389
854_2006,854,2006,Burkina Faso 2006,854003011,1.10276633313714,0.983735516105028,0.915761696945093,0.65275290957923,0.327939740549589,0.172537878787879,0.0920533070088845,0.0513340087808173,,6.41217940232873,1.07433767346647
854_2006,854,2006,Burkina Faso 2006,854004004,1.52769549763033,0.961583692669541,0.655865197666883,0.287459283387622,0.153492647058824,0.0698924731182796,0.0636871508379888,0.037037037037037,,4.41823797984321,0.666112705846805
854_2006,854,2006,Burkina Faso 2006,854004014,1.42101632559209,0.972870662460568,0.725450901803607,0.316268486916951,0.151238591916558,0.0722135007849294,0.0404040404040404,0.0506024096385542,,4.78482151681641,0.724081323399419
